2015/1/1,2015/1/8,36_1,
2015/1/10,2015/1/10,63_0,
2015/1/10,2015/1/12,35_1,
2015/1/10,2015/1/16,26_0,
2015/1/10,2015/1/21,68_0,
2015/1/11,2015/1/12,26_1,
2015/1/11,2015/1/13,22_1,
2015/1/11,2015/1/21,18_1,
2015/1/11,2015/1/24,19_0,
2015/1/12,2015/1/24,50_0,
2015/1/12,2015/1/28,48_0,
2015/1/13,2015/1/17,33_0,
2015/1/13,2015/1/19,8_1,
2015/1/14,2015/1/16,35_1,
2015/1/14,2015/1/18,35_1,
2015/1/14,2015/1/27,32_1,
2015/1/15,2015/1/16,25_1,
2015/1/15,2015/1/23,15_0,
2015/1/15,2015/1/28,20_1,
2015/1/16,2015/1/17,9_1,
2015/1/18,2015/1/24,25_0,
2015/1/18,2015/1/25,30_0,
2015/1/19,2015/1/21,19_0,
2015/1/2,2015/1/22,29_0,
2015/1/2,2015/1/3,28_0,
2015/1/20,2015/1/21,6_0,
2015/1/20,2015/1/22,10_1,
2015/1/20,2015/1/22,50_0,
2015/1/20,2015/1/23,7_0,
2015/1/20,2015/1/27,10_1,
2015/1/20,2015/1/28,15_1,
2015/1/22,2015/1/24,30_0,
2015/1/22,2015/1/28,28_0,
2015/1/22,2015/1/29,66_0,
2015/1/23,2015/1/23,14_0,
2015/1/23,2015/1/26,25_1,
2015/1/23,2015/1/27,11_0,
2015/1/25,2015/1/26,32_0,
2015/1/25,2015/1/27,40_1,
2015/1/25,2015/1/29,41_1,
2015/1/26,2015/1/26,25_0,
2015/1/26,2015/1/27,34_1,
2015/1/26,2015/1/27,59_0,
2015/1/26,2015/1/28,28_0,
2015/1/27,2015/1/27,13_0,
2015/1/27,2015/1/28,24_1,
2015/1/27,2015/1/29,24_0,
2015/1/28,2015/1/29,14_1,
2015/1/3,2015/1/12,15_0,
2015/1/3,2015/1/4,18_1,
2015/1/3,2015/1/7,18_0,
2015/1/4,2015/1/14,2_0,
2015/1/4,2015/1/22,50_0,
2015/1/4,2015/1/23,10_0,
2015/1/5,2015/1/10,2_1,
2015/1/5,2015/1/19,33_0,
2015/1/5,2015/1/24,5_1,
2015/1/6,2015/1/23,66_0,
2015/1/6,2015/1/29,67_0,
2015/1/7,2015/1/14,53_0,
2015/1/7,2015/1/20,25_1,
2015/1/7,2015/1/22,16_0,
2015/1/8,2015/1/19,8_0,
2015/1/8,2015/1/21,12_1,
2015/1/8,2015/1/9,50_0,
2015/1/9,2015/1/17,1_1,
2015/1/9,2015/1/24,38_0,
2015/10/1,2015/10/11,11_1,
2015/10/1,2015/10/16,17_1,
2015/10/1,2015/10/17,10_1,
2015/10/1,2015/10/18,9_1,
2015/10/1,2015/10/19,12_1,
2015/10/1,2015/10/2,16_1,
2015/10/1,2015/10/23,13_1,
2015/10/1,2015/10/24,15_1,
2015/10/1,2015/10/26,13_1,
2015/10/1,2015/10/5,14_1,
2015/10/1,2015/10/5,17_1,
2015/10/10,2015/10/12,32_0,
2015/10/10,2015/10/21,39_1,
2015/10/10,2015/10/21,41_1,
2015/10/12,2015/10/12,13_0,
2015/10/12,2015/10/16,12_0,
2015/10/12,2015/10/22,25_1,
2015/10/12,2015/10/25,23_1,
2015/10/12,2015/10/28,58_0,
2015/10/13,2015/10/13,14_1,
2015/10/13,2015/10/19,41_0,
2015/10/13,2015/10/19,47_0,
2015/10/13,2015/10/24,46_0,
2015/10/13,2015/10/25,46_0,
2015/10/13,2015/10/26,41_0,
2015/10/14,2015/10/22,41_1,
2015/10/15,2015/10/16,35_1,
2015/10/15,2015/10/24,35_1,
2015/10/15,2015/10/28,33_1,
2015/10/15,2015/10/29,64_0,
2015/10/16,2015/10/21,24_1,
2015/10/16,2015/10/25,24_0,
2015/10/16,2015/10/26,21_1,
2015/10/17,2015/10/19,40_0,
2015/10/17,2015/10/19,46_0,
2015/10/17,2015/10/21,43_0,
2015/10/18,2015/10/19,34_0,
2015/10/18,2015/10/20,34_0,
2015/10/18,2015/10/22,41_1,
2015/10/2,2015/10/11,1_1,
2015/10/2,2015/10/19,32_0,
2015/10/2,2015/10/22,8_1,
2015/10/2,2015/10/26,32_0,
2015/10/20,2015/10/23,23_1,
2015/10/20,2015/10/24,53_0,
2015/10/20,2015/10/26,22_1,
2015/10/21,2015/10/21,48_0,
2015/10/21,2015/10/28,16_1,
2015/10/22,2015/10/25,38_0,
2015/10/22,2015/10/27,34_0,
2015/10/23,2015/10/24,35_1,
2015/10/23,2015/10/26,25_0,
2015/10/23,2015/10/27,29_1,
2015/10/24,2015/10/24,22_1,
2015/10/24,2015/10/26,12_0,
2015/10/24,2015/10/27,16_0,
2015/10/24,2015/10/29,14_0,
2015/10/25,2015/10/26,4_0,
2015/10/25,2015/10/27,10_0,
2015/10/25,2015/10/27,10_0,
2015/10/25,2015/10/27,3_0,
2015/10/25,2015/10/27,50_0,
2015/10/26,2015/10/28,4_1,
2015/10/27,2015/10/28,31_0,
2015/10/27,2015/10/28,32_1,
2015/10/27,2015/10/28,64_0,
2015/10/27,2015/10/29,31_0,
2015/10/27,2015/10/29,59_0,
2015/10/27,2015/10/29,63_0,
2015/10/28,2015/10/29,11_0,
2015/10/28,2015/10/29,26_1,
2015/10/3,2015/10/17,31_0,
2015/10/3,2015/10/4,31_1,
2015/10/3,2015/10/5,32_1,
2015/10/4,2015/10/22,24_1,
2015/10/5,2015/10/17,49_0,
2015/10/5,2015/10/21,49_0,
2015/10/5,2015/10/23,42_0,
2015/10/6,2015/10/23,8_1,
2015/10/7,2015/10/17,28_0,
2015/10/7,2015/10/17,64_0,
2015/10/7,2015/10/18,67_0,
2015/10/8,2015/10/11,18_1,
2015/10/8,2015/10/13,23_1,
2015/10/9,2015/10/12,17_1,
2015/10/9,2015/10/20,16_1,
2015/10/9,2015/10/20,7_0,
2015/11/1,2015/11/1,19_1,
2015/11/1,2015/11/11,27_1,
2015/11/1,2015/11/17,26_1,
2015/11/1,2015/11/19,22_0,
2015/11/1,2015/11/2,21_1,
2015/11/1,2015/11/20,25_1,
2015/11/1,2015/11/24,23_1,
2015/11/1,2015/11/26,28_1,
2015/11/1,2015/11/28,20_1,
2015/11/1,2015/11/3,24_1,
2015/11/1,2015/11/5,26_1,
2015/11/1,2015/11/7,18_1,
2015/11/1,2015/11/8,22_1,
2015/11/10,2015/11/26,2_0,
2015/11/12,2015/11/23,59_0,
2015/11/12,2015/11/26,61_0,
2015/11/13,2015/11/29,56_0,
2015/11/14,2015/11/17,10_1,
2015/11/14,2015/11/24,6_0,
2015/11/14,2015/11/26,3_0,
2015/11/14,2015/11/29,12_1,
2015/11/15,2015/11/18,38_1,
2015/11/15,2015/11/25,6_1,
2015/11/17,2015/11/20,26_1,
2015/11/17,2015/11/28,19_0,
2015/11/18,2015/11/26,46_0,
2015/11/18,2015/11/27,10_0,
2015/11/18,2015/11/29,13_1,
2015/11/19,2015/11/22,2_1,
2015/11/19,2015/11/23,37_0,
2015/11/19,2015/11/27,1_1,
2015/11/2,2015/11/13,12_1,
2015/11/2,2015/11/16,46_0,
2015/11/2,2015/11/20,48_0,
2015/11/2,2015/11/27,45_0,
2015/11/2,2015/11/7,9_0,
2015/11/2,2015/11/9,10_1,
2015/11/20,2015/11/20,63_0,
2015/11/20,2015/11/24,25_0,
2015/11/21,2015/11/21,52_0,
2015/11/21,2015/11/24,26_1,
2015/11/23,2015/11/25,35_0,
2015/11/23,2015/11/28,41_1,
2015/11/23,2015/11/28,8_1,
2015/11/23,2015/11/29,1_1,
2015/11/25,2015/11/25,24_0,
2015/11/25,2015/11/27,52_0,
2015/11/25,2015/11/28,21_1,
2015/11/26,2015/11/26,3_0,
2015/11/26,2015/11/28,13_1,
2015/11/26,2015/11/28,49_0,
2015/11/28,2015/11/29,61_0,
2015/11/28,2015/11/29,63_0,
2015/11/28,2015/11/29,67_0,
2015/11/3,2015/11/15,6_1,
2015/11/3,2015/11/16,37_0,
2015/11/3,2015/11/22,39_1,
2015/11/3,2015/11/4,32_0,
2015/11/4,2015/11/10,27_0,
2015/11/4,2015/11/11,31_1,
2015/11/4,2015/11/13,69_0,
2015/11/4,2015/11/25,27_0,
2015/11/4,2015/11/25,68_0,
2015/11/5,2015/11/8,13_0,
2015/11/6,2015/11/18,45_0,
2015/11/7,2015/11/15,32_0,
2015/11/7,2015/11/15,8_1,
2015/11/7,2015/11/26,34_0,
2015/11/7,2015/11/26,40_1,
2015/11/8,2015/11/27,25_0,
2015/11/9,2015/11/15,19_1,
2015/11/9,2015/11/19,56_0,
2015/11/9,2015/11/21,21_0,
2015/11/9,2015/11/24,56_0,
2015/11/9,2015/11/26,21_1,
2015/2/1,2015/2/1,10_0,
2015/2/1,2015/2/10,6_0,
2015/2/1,2015/2/12,4_0,
2015/2/1,2015/2/17,5_0,
2015/2/1,2015/2/20,8_0,
2015/2/1,2015/2/21,1_0,
2015/2/1,2015/2/21,7_0,
2015/2/1,2015/2/22,42_0,
2015/2/1,2015/2/24,3_0,
2015/2/1,2015/2/6,9_0,
2015/2/1,2015/2/9,2_0,
2015/2/10,2015/2/14,8_1,
2015/2/10,2015/2/15,8_1,
2015/2/11,2015/2/18,28_0,
2015/2/11,2015/2/22,66_0,
2015/2/12,2015/2/12,20_1,
2015/2/12,2015/2/28,24_0,
2015/2/13,2015/2/19,17_1,
2015/2/13,2015/2/20,7_0,
2015/2/13,2015/2/22,14_1,
2015/2/13,2015/2/25,48_0,
2015/2/14,2015/2/26,8_1,
2015/2/15,2015/2/18,29_0,
2015/2/15,2015/2/22,29_1,
2015/2/15,2015/2/23,65_0,
2015/2/15,2015/2/24,31_1,
2015/2/15,2015/2/26,67_0,
2015/2/15,2015/2/27,65_0,
2015/2/15,2015/2/28,29_1,
2015/2/16,2015/2/26,24_1,
2015/2/16,2015/2/28,20_0,
2015/2/16,2015/2/28,23_1,
2015/2/17,2015/2/24,11_1,
2015/2/17,2015/2/29,13_1,
2015/2/18,2015/2/18,8_1,
2015/2/18,2015/2/27,4_1,
2015/2/19,2015/2/19,69_0,
2015/2/19,2015/2/26,34_1,
2015/2/20,2015/2/20,25_1,
2015/2/20,2015/2/22,18_0,
2015/2/20,2015/2/23,15_0,
2015/2/20,2015/2/23,21_1,
2015/2/20,2015/2/26,53_0,
2015/2/21,2015/2/25,40_0,
2015/2/22,2015/2/28,34_0,
2015/2/22,2015/2/28,39_0,
2015/2/23,2015/2/23,67_0,
2015/2/24,2015/2/26,20_1,
2015/2/24,2015/2/26,53_0,
2015/2/24,2015/2/27,19_1,
2015/2/24,2015/2/27,21_1,
2015/2/24,2015/2/28,23_0,
2015/2/24,2015/2/29,26_1,
2015/2/25,2015/2/27,10_0,
2015/2/25,2015/2/29,46_0,
2015/2/26,2015/2/27,4_1,
2015/2/27,2015/2/29,69_0,
2015/2/28,2015/2/28,22_0,
2015/2/28,2015/2/29,18_1,
2015/2/3,2015/2/10,67_0,
2015/2/3,2015/2/12,33_1,
2015/2/3,2015/2/21,30_1,
2015/2/3,2015/2/7,27_0,
2015/2/5,2015/2/24,17_1,
2015/2/6,2015/2/16,41_1,
2015/2/7,2015/2/24,67_0,
2015/2/9,2015/2/20,6_0,
2015/3/1,2015/3/11,24_1,
2015/3/1,2015/3/18,21_0,
2015/3/1,2015/3/20,13_0,
2015/3/1,2015/3/20,14_0,
2015/3/1,2015/3/22,11_0,
2015/3/1,2015/3/22,20_0,
2015/3/1,2015/3/25,19_0,
2015/3/1,2015/3/26,18_0,
2015/3/1,2015/3/26,24_0,
2015/3/1,2015/3/27,23_0,
2015/3/1,2015/3/28,17_0,
2015/3/1,2015/3/3,16_0,
2015/3/1,2015/3/7,12_0,
2015/3/1,2015/3/7,22_0,
2015/3/1,2015/3/9,15_0,
2015/3/1,2015/3/9,19_1,
2015/3/1,2015/3/9,57_0,
2015/3/10,2015/3/18,13_1,
2015/3/10,2015/3/18,5_0,
2015/3/11,2015/3/17,40_1,
2015/3/11,2015/3/28,34_0,
2015/3/12,2015/3/18,59_0,
2015/3/12,2015/3/22,68_0,
2015/3/12,2015/3/23,64_0,
2015/3/12,2015/3/26,28_0,
2015/3/12,2015/3/29,35_1,
2015/3/14,2015/3/14,41_0,
2015/3/14,2015/3/24,16_1,
2015/3/14,2015/3/25,11_1,
2015/3/15,2015/3/18,36_0,
2015/3/15,2015/3/23,34_0,
2015/3/15,2015/3/26,1_1,
2015/3/16,2015/3/27,32_1,
2015/3/16,2015/3/29,68_0,
2015/3/17,2015/3/26,57_0,
2015/3/17,2015/3/28,20_1,
2015/3/18,2015/3/18,50_0,
2015/3/18,2015/3/29,14_1,
2015/3/18,2015/3/29,44_0,
2015/3/19,2015/3/20,37_0,
2015/3/19,2015/3/25,41_1,
2015/3/19,2015/3/26,8_1,
2015/3/2,2015/3/27,12_1,
2015/3/2,2015/3/9,17_1,
2015/3/20,2015/3/24,30_0,
2015/3/20,2015/3/26,67_0,
2015/3/21,2015/3/24,26_1,
2015/3/21,2015/3/25,53_0,
2015/3/21,2015/3/28,56_0,
2015/3/21,2015/3/29,56_0,
2015/3/22,2015/3/23,16_1,
2015/3/22,2015/3/26,10_1,
2015/3/22,2015/3/29,4_0,
2015/3/23,2015/3/23,33_0,
2015/3/24,2015/3/27,59_0,
2015/3/25,2015/3/25,54_0,
2015/3/25,2015/3/26,27_1,
2015/3/25,2015/3/28,19_0,
2015/3/25,2015/3/28,21_1,
2015/3/25,2015/3/29,51_0,
2015/3/26,2015/3/26,10_1,
2015/3/26,2015/3/26,48_0,
2015/3/26,2015/3/29,5_0,
2015/3/27,2015/3/28,39_1,
2015/3/28,2015/3/29,59_0,
2015/3/28,2015/3/29,61_0,
2015/3/28,2015/3/29,66_0,
2015/3/3,2015/3/8,39_0,
2015/3/4,2015/3/17,32_1,
2015/3/4,2015/3/23,28_0,
2015/3/4,2015/3/29,66_0,
2015/3/6,2015/3/12,16_1,
2015/3/6,2015/3/15,4_0,
2015/3/6,2015/3/24,16_1,
2015/3/6,2015/3/27,49_0,
2015/3/7,2015/3/12,39_1,
2015/3/7,2015/3/7,38_0,
2015/3/8,2015/3/19,69_0,
2015/3/9,2015/3/23,14_0,
2015/3/9,2015/3/25,56_0,
2015/3/9,2015/3/28,18_1,
2015/3/9,2015/3/28,23_0,
2015/4/1,2015/4/1,67_0,
2015/4/1,2015/4/10,25_0,
2015/4/1,2015/4/13,30_0,
2015/4/1,2015/4/18,27_0,
2015/4/1,2015/4/2,29_0,
2015/4/1,2015/4/22,69_0,
2015/4/1,2015/4/24,31_0,
2015/4/1,2015/4/25,28_0,
2015/4/1,2015/4/26,26_0,
2015/4/1,2015/4/7,34_1,
2015/4/10,2015/4/19,23_1,
2015/4/10,2015/4/21,25_1,
2015/4/11,2015/4/12,48_0,
2015/4/11,2015/4/13,48_0,
2015/4/11,2015/4/15,11_1,
2015/4/11,2015/4/17,12_1,
2015/4/12,2015/4/14,7_1,
2015/4/13,2015/4/14,30_0,
2015/4/14,2015/4/19,20_0,
2015/4/14,2015/4/23,25_1,
2015/4/14,2015/4/28,14_0,
2015/4/15,2015/4/18,9_1,
2015/4/15,2015/4/22,45_0,
2015/4/15,2015/4/29,48_0,
2015/4/16,2015/4/16,39_0,
2015/4/16,2015/4/19,39_1,
2015/4/16,2015/4/29,41_1,
2015/4/17,2015/4/20,69_0,
2015/4/17,2015/4/21,32_1,
2015/4/17,2015/4/23,31_0,
2015/4/17,2015/4/29,68_0,
2015/4/18,2015/4/18,22_0,
2015/4/18,2015/4/20,19_1,
2015/4/18,2015/4/21,16_0,
2015/4/18,2015/4/26,26_1,
2015/4/19,2015/4/21,3_0,
2015/4/19,2015/4/26,5_0,
2015/4/19,2015/4/28,50_0,
2015/4/2,2015/4/4,57_0,
2015/4/2,2015/4/5,20_1,
2015/4/20,2015/4/25,8_1,
2015/4/22,2015/4/26,18_1,
2015/4/22,2015/4/26,24_1,
2015/4/23,2015/4/24,5_0,
2015/4/23,2015/4/25,16_1,
2015/4/24,2015/4/26,4_1,
2015/4/24,2015/4/26,8_1,
2015/4/25,2015/4/25,31_0,
2015/4/25,2015/4/27,31_1,
2015/4/25,2015/4/28,27_0,
2015/4/25,2015/4/29,62_0,
2015/4/26,2015/4/26,22_0,
2015/4/27,2015/4/28,46_0,
2015/4/27,2015/4/29,10_1,
2015/4/27,2015/4/29,12_1,
2015/4/27,2015/4/29,40_0,
2015/4/28,2015/4/28,36_1,
2015/4/28,2015/4/28,41_1,
2015/4/28,2015/4/28,5_1,
2015/4/3,2015/4/11,5_0,
2015/4/4,2015/4/13,3_1,
2015/4/4,2015/4/13,40_1,
2015/4/4,2015/4/17,5_1,
2015/4/4,2015/4/18,36_0,
2015/4/7,2015/4/18,46_0,
2015/4/7,2015/4/18,49_0,
2015/4/7,2015/4/27,41_0,
2015/4/8,2015/4/21,34_0,
2015/4/8,2015/4/29,5_1,
2015/4/9,2015/4/10,62_0,
2015/4/9,2015/4/29,69_0,
2015/5/1,2015/5/12,4_1,
2015/5/1,2015/5/14,39_0,
2015/5/1,2015/5/15,36_0,
2015/5/1,2015/5/22,34_0,
2015/5/1,2015/5/23,33_0,
2015/5/1,2015/5/25,38_0,
2015/5/1,2015/5/4,35_0,
2015/5/1,2015/5/6,37_0,
2015/5/1,2015/5/8,32_0,
2015/5/1,2015/5/9,33_0,
2015/5/10,2015/5/10,60_0,
2015/5/10,2015/5/12,60_0,
2015/5/10,2015/5/15,63_0,
2015/5/10,2015/5/17,64_0,
2015/5/10,2015/5/20,65_0,
2015/5/11,2015/5/13,24_1,
2015/5/11,2015/5/27,25_1,
2015/5/12,2015/5/19,41_0,
2015/5/12,2015/5/28,3_0,
2015/5/13,2015/5/17,1_1,
2015/5/13,2015/5/18,36_0,
2015/5/13,2015/5/29,2_1,
2015/5/14,2015/5/16,33_1,
2015/5/14,2015/5/19,68_0,
2015/5/15,2015/5/18,16_0,
2015/5/15,2015/5/25,52_0,
2015/5/16,2015/5/17,9_1,
2015/5/16,2015/5/19,40_0,
2015/5/16,2015/5/24,8_0,
2015/5/17,2015/5/22,36_1,
2015/5/18,2015/5/18,26_0,
2015/5/18,2015/5/19,68_0,
2015/5/19,2015/5/28,19_1,
2015/5/2,2015/5/2,32_1,
2015/5/2,2015/5/26,64_0,
2015/5/2,2015/5/4,27_0,
2015/5/2,2015/5/8,66_0,
2015/5/21,2015/5/21,39_0,
2015/5/21,2015/5/24,39_0,
2015/5/24,2015/5/26,1_0,
2015/5/25,2015/5/25,2_1,
2015/5/25,2015/5/25,35_0,
2015/5/25,2015/5/25,37_0,
2015/5/25,2015/5/27,36_1,
2015/5/26,2015/5/26,28_0,
2015/5/26,2015/5/29,60_0,
2015/5/26,2015/5/29,63_0,
2015/5/27,2015/5/27,24_1,
2015/5/27,2015/5/28,12_0,
2015/5/27,2015/5/28,18_1,
2015/5/27,2015/5/28,20_0,
2015/5/27,2015/5/28,25_1,
2015/5/27,2015/5/29,13_0,
2015/5/27,2015/5/29,14_0,
2015/5/28,2015/5/28,12_1,
2015/5/28,2015/5/28,9_0,
2015/5/28,2015/5/29,17_1,
2015/5/3,2015/5/11,20_0,
2015/5/3,2015/5/15,19_0,
2015/5/3,2015/5/15,21_1,
2015/5/3,2015/5/16,16_0,
2015/5/3,2015/5/29,24_1,
2015/5/3,2015/5/4,23_0,
2015/5/4,2015/5/12,1_0,
2015/5/4,2015/5/6,46_0,
2015/5/5,2015/5/25,37_0,
2015/5/7,2015/5/17,19_0,
2015/5/7,2015/5/18,22_0,
2015/5/7,2015/5/24,52_0,
2015/5/8,2015/5/11,14_1,
2015/5/8,2015/5/14,5_0,
2015/5/8,2015/5/18,7_0,
2015/5/8,2015/5/27,17_1,
2015/6/1,2015/6/1,40_0,
2015/6/1,2015/6/11,48_0,
2015/6/1,2015/6/14,49_0,
2015/6/1,2015/6/16,41_0,
2015/6/1,2015/6/16,43_0,
2015/6/1,2015/6/24,17_1,
2015/6/1,2015/6/3,40_0,
2015/6/1,2015/6/4,47_0,
2015/6/1,2015/6/5,10_1,
2015/6/1,2015/6/5,42_0,
2015/6/1,2015/6/6,45_0,
2015/6/1,2015/6/6,50_0,
2015/6/1,2015/6/8,7_0,
2015/6/1,2015/6/9,44_0,
2015/6/1,2015/6/9,46_0,
2015/6/11,2015/6/22,32_1,
2015/6/11,2015/6/26,28_0,
2015/6/12,2015/6/12,54_0,
2015/6/12,2015/6/21,53_0,
2015/6/13,2015/6/19,49_0,
2015/6/13,2015/6/28,7_0,
2015/6/14,2015/6/14,41_1,
2015/6/14,2015/6/25,36_1,
2015/6/15,2015/6/16,67_0,
2015/6/15,2015/6/17,68_0,
2015/6/17,2015/6/25,41_0,
2015/6/18,2015/6/18,33_0,
2015/6/18,2015/6/27,38_0,
2015/6/18,2015/6/27,3_1,
2015/6/18,2015/6/28,3_1,
2015/6/18,2015/6/29,2_1,
2015/6/2,2015/6/11,36_0,
2015/6/2,2015/6/2,4_1,
2015/6/2,2015/6/21,36_1,
2015/6/2,2015/6/24,2_1,
2015/6/2,2015/6/9,1_1,
2015/6/20,2015/6/20,11_0,
2015/6/20,2015/6/21,24_0,
2015/6/20,2015/6/23,18_1,
2015/6/21,2015/6/26,11_1,
2015/6/21,2015/6/26,17_1,
2015/6/21,2015/6/29,10_0,
2015/6/24,2015/6/24,24_0,
2015/6/24,2015/6/25,23_1,
2015/6/24,2015/6/25,26_1,
2015/6/24,2015/6/25,53_0,
2015/6/24,2015/6/26,12_0,
2015/6/24,2015/6/26,20_0,
2015/6/25,2015/6/26,14_1,
2015/6/25,2015/6/28,13_1,
2015/6/25,2015/6/28,41_0,
2015/6/25,2015/6/29,50_0,
2015/6/26,2015/6/28,2_1,
2015/6/26,2015/6/28,5_1,
2015/6/27,2015/6/27,28_0,
2015/6/27,2015/6/27,32_1,
2015/6/28,2015/6/28,20_0,
2015/6/28,2015/6/28,26_1,
2015/6/28,2015/6/29,23_1,
2015/6/28,2015/6/29,25_1,
2015/6/3,2015/6/29,69_0,
2015/6/3,2015/6/5,63_0,
2015/6/4,2015/6/21,26_1,
2015/6/4,2015/6/29,14_0,
2015/6/4,2015/6/5,28_1,
2015/6/4,2015/6/6,15_0,
2015/6/5,2015/6/25,9_0,
2015/6/5,2015/6/28,13_1,
2015/6/6,2015/6/13,41_1,
2015/6/6,2015/6/19,2_1,
2015/6/6,2015/6/8,36_0,
2015/6/7,2015/6/15,29_0,
2015/6/7,2015/6/22,29_0,
2015/6/8,2015/6/19,21_1,
2015/6/8,2015/6/20,24_1,
2015/6/8,2015/6/22,56_0,
2015/6/8,2015/6/23,25_1,
2015/6/8,2015/6/28,57_0,
2015/6/9,2015/6/21,10_1,
2015/6/9,2015/6/28,12_1,
2015/7/1,2015/7/1,55_0,
2015/7/1,2015/7/15,55_0,
2015/7/1,2015/7/17,54_0,
2015/7/1,2015/7/2,56_0,
2015/7/1,2015/7/21,21_0,
2015/7/1,2015/7/21,51_0,
2015/7/1,2015/7/24,55_0,
2015/7/1,2015/7/25,53_0,
2015/7/1,2015/7/5,52_0,
2015/7/1,2015/7/5,57_0,
2015/7/1,2015/7/6,58_0,
2015/7/1,2015/7/7,52_0,
2015/7/10,2015/7/11,12_1,
2015/7/10,2015/7/18,10_1,
2015/7/10,2015/7/23,3_0,
2015/7/10,2015/7/24,16_1,
2015/7/11,2015/7/17,6_1,
2015/7/11,2015/7/23,39_0,
2015/7/11,2015/7/26,1_1,
2015/7/12,2015/7/20,35_1,
2015/7/12,2015/7/25,59_0,
2015/7/13,2015/7/28,55_0,
2015/7/14,2015/7/20,12_1,
2015/7/14,2015/7/20,42_0,
2015/7/14,2015/7/22,6_0,
2015/7/15,2015/7/15,41_1,
2015/7/15,2015/7/22,5_1,
2015/7/15,2015/7/22,70_0,
2015/7/15,2015/7/23,36_1,
2015/7/16,2015/7/17,63_0,
2015/7/16,2015/7/21,60_0,
2015/7/17,2015/7/20,14_0,
2015/7/17,2015/7/20,21_1,
2015/7/17,2015/7/27,24_0,
2015/7/17,2015/7/29,23_1,
2015/7/18,2015/7/24,16_1,
2015/7/18,2015/7/25,5_0,
2015/7/18,2015/7/26,13_1,
2015/7/18,2015/7/26,5_0,
2015/7/18,2015/7/28,6_0,
2015/7/2,2015/7/27,45_0,
2015/7/2,2015/7/7,2_0,
2015/7/20,2015/7/20,33_1,
2015/7/20,2015/7/24,30_0,
2015/7/20,2015/7/27,28_0,
2015/7/21,2015/7/21,24_0,
2015/7/21,2015/7/21,26_1,
2015/7/21,2015/7/21,54_0,
2015/7/21,2015/7/23,18_1,
2015/7/21,2015/7/24,11_0,
